post_id,username,date,topic,hashtag,text,likes,retweets,replies,total_engagement,month
206,user_144,2026-02-27 13:00:00,Travel,#Wanderlust,Really happy and excited about this Travel news! #Wanderlust,126.0,0,2,128.0,2026-02
207,user_70,2026-01-08 05:00:00,Technology,#Coding,Feeling sad and upset about this Technology outcome. #Coding,82.0,20,1,103.0,2026-01
208,user_145,2026-02-16 04:00:00,Food,#Foodie,This is a report regarding recent Food activity. #Foodie,11.0,6,5,22.0,2026-02
209,user_136,2026-01-24 23:00:00,Health,#Health,"This Health update made my day, absolutely brilliant! #Health",48.0,6,4,58.0,2026-01
210,user_80,2026-02-10 11:00:00,Entertainment,#Celebrity,"Great job on this Entertainment thing, truly impressive! #Celebrity",68.0,0,2,70.0,2026-02
211,user_40,2026-01-22 01:00:00,Travel,#Wanderlust,An update on Travel matters was released today. #Wanderlust,62.0,33,5,100.0,2026-01
212,user_170,2026-03-11 14:00:00,Politics,#Politics,Here is an update about Politics for everyone to see. #Politics,35.0,1,4,40.0,2026-03
213,user_194,2026-03-11 06:00:00,Health,#Gym,"I'm so angry about this Health decision, it's awful. #Gym",38.0,4,2,44.0,2026-03
214,user_152,2026-06-23 21:00:00,Sports,#Sports,"I absolutely love this Sports content, it's amazing! #Sports",23.0,0,3,26.0,2026-06
215,user_154,2026-02-26 12:00:00,Education,#Education,"Worst experience ever with Education, totally unacceptable. #Education",11.0,5,1,17.0,2026-02
216,user_75,2026-02-05 08:00:00,Technology,#Tech,Really happy and excited about this Technology news! #Tech,110.0,13,9,132.0,2026-02
217,user_98,2026-02-14 04:00:00,Travel,#Adventure,"Great job on this Travel thing, truly impressive! #Adventure",77.0,10,0,87.0,2026-02
218,user_190,2026-01-19 12:00:00,Entertainment,#Celebrity,Feeling sad and upset about this Entertainment outcome. #Celebrity,38.0,13,10,61.0,2026-01
219,user_110,2026-03-22 18:00:00,Technology,#AI,"I'm so angry about this Technology decision, it's awful. #AI",28.0,2,2,32.0,2026-03
220,user_6,2026-01-30 12:00:00,Health,#Wellness,"Health news for today, check it out. #Wellness",22.0,15,6,43.0,2026-01
221,user_23,2026-06-26 11:00:00,Travel,#Adventure,"Wonderful experience with Travel today, feeling grateful! #Adventure",22.0,64,7,93.0,2026-06
222,user_135,2026-05-31 12:00:00,Health,#Gym,Just sharing some Health information today. #Gym,13.0,1,1,15.0,2026-05
223,user_200,2026-02-26 10:00:00,Sports,#Sports,Really happy and excited about this Sports news! #Sports,14.0,2,1,17.0,2026-02
224,user_50,2026-05-16 16:00:00,Politics,#Politics,"This Politics update made my day, absolutely brilliant! #Politics",16.0,2,18,36.0,2026-05
225,user_38,2026-03-02 03:00:00,Travel,#Vacation,"This Travel update made my day, absolutely brilliant! #Vacation",35.0,11,4,50.0,2026-03
226,user_46,2026-06-17 02:00:00,Food,#Recipe,"Wonderful experience with Food today, feeling grateful! #Recipe",201.0,1,4,206.0,2026-06
227,user_145,2026-04-25 21:00:00,Education,#Study,This Education update is disappointing and poorly done. #Study,174.0,30,13,217.0,2026-04
228,user_18,2026-02-08 14:00:00,Travel,#Explore,Sharing details about the latest Travel developments. #Explore,14.0,2,8,24.0,2026-02
229,user_91,2026-06-01 01:00:00,Education,#Students,"Worst experience ever with Education, totally unacceptable. #Students",132.0,12,6,150.0,2026-06
230,user_74,2026-01-15 11:00:00,Sports,#Cricket,"Great job on this Sports thing, truly impressive! #Cricket",16.0,22,1,39.0,2026-01
231,user_99,2026-06-02 16:00:00,Sports,#Match,"I really hate how this Sports situation turned out, so disappointing. #Match",19.0,8,5,32.0,2026-06
232,user_167,2026-04-26 18:00:00,Education,#Education,Feeling sad and upset about this Education outcome. #Education,13.0,1,7,21.0,2026-04
233,user_116,2026-02-08 01:00:00,Entertainment,#Bollywood,"Great job on this Entertainment thing, truly impressive! #Bollywood",17.0,13,1,31.0,2026-02
234,user_45,2026-05-10 20:00:00,Sports,#Cricket,This is a report regarding recent Sports activity. #Cricket,32.0,11,0,43.0,2026-05
235,user_157,2026-05-15 16:00:00,Technology,#Gadgets,"Great job on this Technology thing, truly impressive! #Gadgets",20.0,2,0,22.0,2026-05
236,user_174,2026-04-15 10:00:00,Politics,#Policy,Really happy and excited about this Politics news! #Policy,230.0,5,13,248.0,2026-04
237,user_25,2026-01-17 10:00:00,Technology,#Coding,Sharing details about the latest Technology developments. #Coding,14.0,17,11,42.0,2026-01
238,user_21,2026-02-08 10:00:00,Health,#MentalHealth,"This Health update made my day, absolutely brilliant! #MentalHealth",45.0,9,4,58.0,2026-02
239,user_182,2026-02-03 19:00:00,Politics,#Policy,This is a report regarding recent Politics activity. #Policy,21.0,39,14,74.0,2026-02
240,user_180,2026-02-02 21:00:00,Sports,#Sports,"Great job on this Sports thing, truly impressive! #Sports",167.0,1,10,178.0,2026-02
241,user_93,2026-04-03 00:00:00,Sports,#Match,"I'm so angry about this Sports decision, it's awful. #Match",139.0,2,0,141.0,2026-04
242,user_58,2026-05-05 06:00:00,Food,#Cooking,"This is the best Food update I've seen, fantastic work! #Cooking",67.0,12,14,93.0,2026-05
243,user_190,2026-05-10 17:00:00,Politics,#Politics,Really happy and excited about this Politics news! #Politics,7.0,23,1,31.0,2026-05
244,user_40,2026-06-02 12:00:00,Technology,#Tech,This Technology update is disappointing and poorly done. #Tech,8.0,2,13,23.0,2026-06
245,user_113,2026-02-12 23:00:00,Politics,#News,"This Politics update made my day, absolutely brilliant! #News",54.0,11,3,68.0,2026-02
246,user_73,2026-04-24 19:00:00,Technology,#Tech,Feeling sad and upset about this Technology outcome. #Tech,104.0,7,13,124.0,2026-04
247,user_95,2026-05-01 06:00:00,Education,#Students,"This is the best Education update I've seen, fantastic work! #Students",28.0,7,4,39.0,2026-05
248,user_108,2026-05-09 16:00:00,Education,#OnlineClass,"Worst experience ever with Education, totally unacceptable. #OnlineClass",17.0,20,5,42.0,2026-05
249,user_165,2026-03-06 01:00:00,Politics,#Election,An update on Politics matters was released today. #Election,13.0,34,3,50.0,2026-03
250,user_73,2026-05-13 03:00:00,Education,#Education,An update on Education matters was released today. #Education,39.0,35,7,81.0,2026-05
251,user_112,2026-05-12 04:00:00,Sports,#WorldCup,This is a report regarding recent Sports activity. #WorldCup,6.0,42,7,55.0,2026-05
252,user_107,2026-03-31 00:00:00,Sports,#WorldCup,Just sharing some Sports information today. #WorldCup,20.0,2,12,34.0,2026-03
253,user_96,2026-04-09 02:00:00,Technology,#Tech,Really happy and excited about this Technology news! #Tech,48.0,11,17,76.0,2026-04
254,user_10,2026-02-07 04:00:00,Entertainment,#Celebrity,"I absolutely love this Entertainment content, it's amazing! #Celebrity",77.0,2,2,81.0,2026-02
255,user_115,2026-06-30 15:00:00,Food,#Recipe,"Food news for today, check it out. #Recipe",14.0,20,0,34.0,2026-06
256,user_141,2026-02-25 04:00:00,Technology,#Coding,Here is an update about Technology for everyone to see. #Coding,42.0,21,16,79.0,2026-02
257,user_13,2026-03-19 03:00:00,Health,#Fitness,Really happy and excited about this Health news! #Fitness,35.0,25,0,60.0,2026-03
258,user_128,2026-01-17 03:00:00,Entertainment,#Drama,This Entertainment update is disappointing and poorly done. #Drama,93.0,2,4,99.0,2026-01
259,user_110,2026-02-06 09:00:00,Technology,#Tech,This Technology update is disappointing and poorly done. #Tech,79.0,2,2,83.0,2026-02
260,user_171,2026-04-17 05:00:00,Technology,#Innovation,This Technology news is terrible and frustrating to hear. #Innovation,64.0,19,8,91.0,2026-04
261,user_130,2026-05-15 17:00:00,Sports,#Cricket,"Worst experience ever with Sports, totally unacceptable. #Cricket",59.0,11,2,72.0,2026-05
262,user_96,2026-06-12 12:00:00,Technology,#AI,"Great job on this Technology thing, truly impressive! #AI",21.0,3,19,43.0,2026-06
263,user_188,2026-03-30 07:00:00,Food,#Foodie,This is a report regarding recent Food activity. #Foodie,43.0,7,4,54.0,2026-03
264,user_91,2026-02-04 01:00:00,Sports,#Sports,Sharing details about the latest Sports developments. #Sports,147.0,2,7,156.0,2026-02
265,user_162,2026-06-28 15:00:00,Travel,#Adventure,Just sharing some Travel information today. #Adventure,35.0,14,0,49.0,2026-06
266,user_52,2026-01-10 09:00:00,Politics,#Policy,Here is an update about Politics for everyone to see. #Policy,35.0,40,6,81.0,2026-01
267,user_102,2026-03-21 16:00:00,Technology,#Coding,Here is an update about Technology for everyone to see. #Coding,35.0,38,9,82.0,2026-03
268,user_200,2026-03-15 11:00:00,Education,#Learning,"This Education update made my day, absolutely brilliant! #Learning",8.0,12,7,27.0,2026-03
269,user_112,2026-02-01 11:00:00,Technology,#Coding,This is a report regarding recent Technology activity. #Coding,27.0,20,21,68.0,2026-02
270,user_178,2026-02-17 15:00:00,Health,#Wellness,"Health news for today, check it out. #Wellness",129.0,8,0,137.0,2026-02
271,user_109,2026-01-22 23:00:00,Education,#Students,"Wonderful experience with Education today, feeling grateful! #Students",209.0,27,1,237.0,2026-01
272,user_27,2026-03-17 10:00:00,Sports,#Match,This Sports news is terrible and frustrating to hear. #Match,126.0,30,5,161.0,2026-03
273,user_184,2026-04-25 19:00:00,Sports,#Sports,Really happy and excited about this Sports news! #Sports,44.0,7,0,51.0,2026-04
274,user_187,2026-04-25 01:00:00,Health,#Wellness,"Great job on this Health thing, truly impressive! #Wellness",20.0,24,0,44.0,2026-04
275,user_20,2026-06-13 01:00:00,Travel,#Explore,"I'm so angry about this Travel decision, it's awful. #Explore",20.0,7,6,33.0,2026-06
276,user_156,2026-01-08 04:00:00,Health,#Fitness,"This Health update made my day, absolutely brilliant! #Fitness",126.0,6,3,135.0,2026-01
277,user_93,2026-06-15 11:00:00,Education,#Learning,"I absolutely love this Education content, it's amazing! #Learning",66.0,9,2,77.0,2026-06
278,user_116,2026-02-09 21:00:00,Health,#MentalHealth,Here is an update about Health for everyone to see. #MentalHealth,30.0,2,1,33.0,2026-02
279,user_94,2026-02-05 16:00:00,Travel,#Wanderlust,"I absolutely love this Travel content, it's amazing! #Wanderlust",34.0,8,19,61.0,2026-02
280,user_189,2026-01-30 00:00:00,Health,#Fitness,Really happy and excited about this Health news! #Fitness,22.0,13,8,43.0,2026-01
281,user_199,2026-01-31 08:00:00,Politics,#News,"I'm so angry about this Politics decision, it's awful. #News",0.0,16,1,17.0,2026-01
282,user_126,2026-03-15 22:00:00,Food,#Restaurant,Just sharing some Food information today. #Restaurant,162.0,2,4,168.0,2026-03
283,user_114,2026-02-14 22:00:00,Entertainment,#Drama,"I absolutely love this Entertainment content, it's amazing! #Drama",4.0,86,5,95.0,2026-02
284,user_139,2026-01-17 17:00:00,Sports,#Sports,This is a report regarding recent Sports activity. #Sports,45.0,1,11,57.0,2026-01
285,user_58,2026-04-03 16:00:00,Food,#Recipe,Just sharing some Food information today. #Recipe,11.0,34,1,46.0,2026-04
286,user_93,2026-05-07 00:00:00,Sports,#Football,Just sharing some Sports information today. #Football,10.0,0,5,15.0,2026-05
287,user_17,2026-06-06 02:00:00,Travel,#Vacation,This Travel update is disappointing and poorly done. #Vacation,41.0,1,11,53.0,2026-06
288,user_197,2026-05-15 13:00:00,Food,#Delicious,"This Food update made my day, absolutely brilliant! #Delicious",30.0,11,4,45.0,2026-05
289,user_19,2026-03-23 20:00:00,Health,#Fitness,Here is an update about Health for everyone to see. #Fitness,25.0,12,1,38.0,2026-03
290,user_164,2026-02-02 17:00:00,Education,#Students,This Education update is disappointing and poorly done. #Students,10.0,29,23,62.0,2026-02
291,user_32,2026-05-09 01:00:00,Politics,#Policy,Just sharing some Politics information today. #Policy,23.0,4,8,35.0,2026-05
292,user_133,2026-02-27 11:00:00,Politics,#Government,"This is the best Politics update I've seen, fantastic work! #Government",26.0,0,1,27.0,2026-02
293,user_71,2026-06-12 17:00:00,Food,#Recipe,This is a report regarding recent Food activity. #Recipe,62.0,16,0,78.0,2026-06
294,user_165,2026-01-24 16:00:00,Politics,#News,This Politics update is disappointing and poorly done. #News,12.0,3,8,23.0,2026-01
295,user_160,2026-02-13 21:00:00,Politics,#Election,This Politics update is disappointing and poorly done. #Election,0.0,1,12,13.0,2026-02
296,user_12,2026-01-08 02:00:00,Travel,#Travel,An update on Travel matters was released today. #Travel,9.0,15,2,26.0,2026-01
297,user_8,2026-06-08 20:00:00,Food,#Delicious,This Food update is disappointing and poorly done. #Delicious,5.0,4,10,19.0,2026-06
298,user_124,2026-06-14 09:00:00,Education,#Students,An update on Education matters was released today. #Students,96.0,26,4,126.0,2026-06
299,user_19,2026-03-18 14:00:00,Entertainment,#Drama,Sharing details about the latest Entertainment developments. #Drama,55.0,3,2,60.0,2026-03
300,user_88,2026-04-29 06:00:00,Technology,#Gadgets,"Great job on this Technology thing, truly impressive! #Gadgets",35.0,0,0,35.0,2026-04
301,user_34,2026-03-30 12:00:00,Politics,#Government,"This Politics update made my day, absolutely brilliant! #Government",11.0,0,1,12.0,2026-03
302,user_32,2026-03-03 14:00:00,Travel,#Explore,"I really hate how this Travel situation turned out, so disappointing. #Explore",43.0,8,17,68.0,2026-03
303,user_99,2026-01-13 09:00:00,Food,#Foodie,This Food news is terrible and frustrating to hear. #Foodie,85.0,6,2,93.0,2026-01
304,user_81,2026-05-28 23:00:00,Health,#Wellness,"This is the best Health update I've seen, fantastic work! #Wellness",23.0,13,2,38.0,2026-05
305,user_79,2026-04-30 15:00:00,Entertainment,#Bollywood,"Entertainment news for today, check it out. #Bollywood",48.0,7,6,61.0,2026-04
306,user_56,2026-04-28 07:00:00,Education,#Study,"Great job on this Education thing, truly impressive! #Study",28.0,5,23,56.0,2026-04
307,user_173,2026-06-02 20:00:00,Travel,#Adventure,Really happy and excited about this Travel news! #Adventure,72.0,2,16,90.0,2026-06
308,user_68,2026-04-21 04:00:00,Education,#Education,"I absolutely love this Education content, it's amazing! #Education",33.0,33,12,78.0,2026-04
309,user_146,2026-04-13 01:00:00,Travel,#Travel,This is a report regarding recent Travel activity. #Travel,27.0,0,2,29.0,2026-04
310,user_116,2026-04-09 16:00:00,Entertainment,#Movies,Really happy and excited about this Entertainment news! #Movies,39.0,15,2,56.0,2026-04
311,user_25,2026-01-31 04:00:00,Food,#Restaurant,An update on Food matters was released today. #Restaurant,7.0,27,33,67.0,2026-01
312,user_51,2026-04-04 04:00:00,Health,#MentalHealth,Really happy and excited about this Health news! #MentalHealth,37.0,2,2,41.0,2026-04
313,user_86,2026-02-05 22:00:00,Health,#Health,"I really hate how this Health situation turned out, so disappointing. #Health",0.0,36,1,37.0,2026-02
314,user_84,2026-05-12 04:00:00,Education,#Study,This Education news is terrible and frustrating to hear. #Study,42.0,4,6,52.0,2026-05
315,user_130,2026-06-01 10:00:00,Travel,#Explore,"Wonderful experience with Travel today, feeling grateful! #Explore",52.0,26,1,79.0,2026-06
316,user_85,2026-01-05 11:00:00,Education,#OnlineClass,This is a report regarding recent Education activity. #OnlineClass,0.0,2,18,20.0,2026-01
317,user_7,2026-06-26 20:00:00,Sports,#Sports,An update on Sports matters was released today. #Sports,103.0,13,7,123.0,2026-06
318,user_185,2026-05-28 07:00:00,Education,#Study,"This Education update made my day, absolutely brilliant! #Study",54.0,2,19,75.0,2026-05
319,user_159,2026-06-11 23:00:00,Technology,#Innovation,This Technology news is terrible and frustrating to hear. #Innovation,27.0,7,5,39.0,2026-06
320,user_180,2026-01-09 18:00:00,Health,#Fitness,"This Health update made my day, absolutely brilliant! #Fitness",2.0,2,10,14.0,2026-01
321,user_106,2026-04-18 04:00:00,Sports,#Sports,"Great job on this Sports thing, truly impressive! #Sports",4.0,13,2,19.0,2026-04
322,user_36,2026-01-16 22:00:00,Entertainment,#Drama,This Entertainment update is disappointing and poorly done. #Drama,24.0,5,3,32.0,2026-01
323,user_81,2026-05-15 12:00:00,Entertainment,#Drama,Feeling sad and upset about this Entertainment outcome. #Drama,63.0,5,6,74.0,2026-05
324,user_174,2026-05-20 11:00:00,Politics,#Government,This Politics update is disappointing and poorly done. #Government,32.0,16,22,70.0,2026-05
325,user_77,2026-03-13 17:00:00,Food,#Recipe,This Food news is terrible and frustrating to hear. #Recipe,65.0,3,0,68.0,2026-03
326,user_177,2026-06-30 06:00:00,Entertainment,#Celebrity,This is a report regarding recent Entertainment activity. #Celebrity,15.0,13,0,28.0,2026-06
327,user_32,2026-03-12 09:00:00,Education,#Study,Really happy and excited about this Education news! #Study,34.0,13,3,50.0,2026-03
328,user_11,2026-02-07 09:00:00,Health,#Wellness,"Health news for today, check it out. #Wellness",73.0,1,0,74.0,2026-02
329,user_66,2026-04-24 20:00:00,Food,#Cooking,Here is an update about Food for everyone to see. #Cooking,65.0,10,9,84.0,2026-04
330,user_70,2026-05-24 22:00:00,Education,#Students,"Wonderful experience with Education today, feeling grateful! #Students",28.0,4,13,45.0,2026-05
331,user_13,2026-03-03 07:00:00,Politics,#News,"This Politics update made my day, absolutely brilliant! #News",80.0,17,2,99.0,2026-03
332,user_184,2026-04-16 10:00:00,Entertainment,#Movies,"I really hate how this Entertainment situation turned out, so disappointing. #Movies",44.0,6,0,50.0,2026-04
333,user_105,2026-05-21 05:00:00,Education,#Education,"This is the best Education update I've seen, fantastic work! #Education",124.0,2,24,150.0,2026-05
334,user_166,2026-03-24 09:00:00,Education,#Students,This Education news is terrible and frustrating to hear. #Students,29.0,3,6,38.0,2026-03
335,user_190,2026-03-01 17:00:00,Technology,#Innovation,Here is an update about Technology for everyone to see. #Innovation,35.0,19,13,67.0,2026-03
336,user_102,2026-02-15 01:00:00,Technology,#Gadgets,Just sharing some Technology information today. #Gadgets,53.0,17,15,85.0,2026-02
337,user_77,2026-01-10 00:00:00,Education,#Students,"This Education update made my day, absolutely brilliant! #Students",14.0,10,2,26.0,2026-01
338,user_140,2026-04-27 20:00:00,Sports,#Sports,This is a report regarding recent Sports activity. #Sports,219.0,43,0,262.0,2026-04
339,user_50,2026-04-30 08:00:00,Education,#Study,Just sharing some Education information today. #Study,61.0,38,1,100.0,2026-04
340,user_184,2026-06-15 08:00:00,Sports,#WorldCup,"This Sports update made my day, absolutely brilliant! #WorldCup",41.0,37,0,78.0,2026-06
341,user_194,2026-05-26 21:00:00,Politics,#Government,Really happy and excited about this Politics news! #Government,59.0,5,20,84.0,2026-05
342,user_84,2026-04-20 16:00:00,Entertainment,#Drama,"This Entertainment update made my day, absolutely brilliant! #Drama",177.0,43,5,225.0,2026-04
343,user_83,2026-02-05 15:00:00,Sports,#Football,"I really hate how this Sports situation turned out, so disappointing. #Football",99.0,27,3,129.0,2026-02
344,user_85,2026-04-25 08:00:00,Entertainment,#Music,"Great job on this Entertainment thing, truly impressive! #Music",88.0,0,7,95.0,2026-04
345,user_93,2026-03-08 20:00:00,Food,#Foodie,This Food update is disappointing and poorly done. #Foodie,13.0,1,0,14.0,2026-03
346,user_104,2026-03-20 05:00:00,Entertainment,#Drama,"I absolutely love this Entertainment content, it's amazing! #Drama",59.0,6,10,75.0,2026-03
347,user_57,2026-04-05 19:00:00,Food,#Cooking,Feeling sad and upset about this Food outcome. #Cooking,3.0,5,6,14.0,2026-04
348,user_156,2026-04-27 23:00:00,Entertainment,#Music,"Entertainment news for today, check it out. #Music",78.0,5,7,90.0,2026-04
349,user_56,2026-05-18 21:00:00,Travel,#Adventure,This Travel update is disappointing and poorly done. #Adventure,108.0,14,2,124.0,2026-05
350,user_136,2026-05-15 14:00:00,Entertainment,#Movies,This Entertainment update is disappointing and poorly done. #Movies,1.0,30,0,31.0,2026-05
351,user_130,2026-01-16 17:00:00,Travel,#Travel,"Wonderful experience with Travel today, feeling grateful! #Travel",103.0,11,22,136.0,2026-01
352,user_114,2026-03-25 16:00:00,Entertainment,#Music,This Entertainment news is terrible and frustrating to hear. #Music,80.0,92,3,175.0,2026-03
353,user_131,2026-05-06 02:00:00,Sports,#Match,Feeling sad and upset about this Sports outcome. #Match,72.0,7,5,84.0,2026-05
354,user_117,2026-05-12 13:00:00,Education,#Learning,"Education news for today, check it out. #Learning",49.0,31,33,113.0,2026-05
355,user_66,2026-01-06 12:00:00,Technology,#Coding,Feeling sad and upset about this Technology outcome. #Coding,73.0,8,4,85.0,2026-01
356,user_89,2026-01-12 13:00:00,Technology,#AI,An update on Technology matters was released today. #AI,66.0,4,0,70.0,2026-01
357,user_74,2026-05-01 01:00:00,Sports,#Cricket,"I really hate how this Sports situation turned out, so disappointing. #Cricket",21.0,5,2,28.0,2026-05
358,user_115,2026-04-06 12:00:00,Health,#Gym,"This is the best Health update I've seen, fantastic work! #Gym",13.0,0,0,13.0,2026-04
359,user_90,2026-02-04 20:00:00,Health,#MentalHealth,"This Health update made my day, absolutely brilliant! #MentalHealth",219.0,8,3,230.0,2026-02
360,user_187,2026-05-16 04:00:00,Sports,#WorldCup,"Wonderful experience with Sports today, feeling grateful! #WorldCup",56.0,3,23,82.0,2026-05
361,user_185,2026-04-29 21:00:00,Entertainment,#Celebrity,Here is an update about Entertainment for everyone to see. #Celebrity,77.0,1,4,82.0,2026-04
362,user_40,2026-04-28 11:00:00,Health,#Fitness,This Health news is terrible and frustrating to hear. #Fitness,105.0,43,5,153.0,2026-04
363,user_108,2026-01-09 21:00:00,Food,#Foodie,"This Food update made my day, absolutely brilliant! #Foodie",47.0,2,37,86.0,2026-01
364,user_115,2026-06-02 01:00:00,Technology,#AI,"I absolutely love this Technology content, it's amazing! #AI",13.0,42,8,63.0,2026-06
365,user_139,2026-04-23 07:00:00,Technology,#Gadgets,"I absolutely love this Technology content, it's amazing! #Gadgets",46.0,10,2,58.0,2026-04
366,user_60,2026-05-09 09:00:00,Entertainment,#Music,Here is an update about Entertainment for everyone to see. #Music,9.0,3,1,13.0,2026-05
367,user_37,2026-03-02 09:00:00,Travel,#Explore,Feeling sad and upset about this Travel outcome. #Explore,75.0,6,0,81.0,2026-03
368,user_189,2026-05-23 18:00:00,Entertainment,#Movies,"Worst experience ever with Entertainment, totally unacceptable. #Movies",173.0,32,21,226.0,2026-05
369,user_89,2026-05-07 01:00:00,Politics,#News,"I'm so angry about this Politics decision, it's awful. #News",264.0,2,4,270.0,2026-05
370,user_77,2026-04-15 04:00:00,Health,#Gym,This is a report regarding recent Health activity. #Gym,70.0,17,1,88.0,2026-04
371,user_77,2026-03-03 07:00:00,Health,#Gym,"Wonderful experience with Health today, feeling grateful! #Gym",84.0,3,2,89.0,2026-03
372,user_143,2026-04-16 13:00:00,Politics,#News,Here is an update about Politics for everyone to see. #News,38.0,13,6,57.0,2026-04
373,user_21,2026-03-26 20:00:00,Politics,#Election,Really happy and excited about this Politics news! #Election,4.0,31,2,37.0,2026-03
374,user_69,2026-02-18 01:00:00,Education,#Study,Here is an update about Education for everyone to see. #Study,6.0,32,24,62.0,2026-02
375,user_195,2026-01-19 06:00:00,Health,#Health,This Health update is disappointing and poorly done. #Health,99.0,24,8,131.0,2026-01
376,user_49,2026-01-04 06:00:00,Entertainment,#Celebrity,"Worst experience ever with Entertainment, totally unacceptable. #Celebrity",40.0,1,4,45.0,2026-01
377,user_181,2026-06-28 19:00:00,Sports,#Football,"Sports news for today, check it out. #Football",23.0,4,10,37.0,2026-06
378,user_98,2026-03-24 09:00:00,Entertainment,#Bollywood,"This is the best Entertainment update I've seen, fantastic work! #Bollywood",34.0,1,1,36.0,2026-03
379,user_132,2026-03-08 11:00:00,Education,#Students,"Worst experience ever with Education, totally unacceptable. #Students",57.0,1,15,73.0,2026-03
380,user_95,2026-03-23 06:00:00,Education,#OnlineClass,Feeling sad and upset about this Education outcome. #OnlineClass,34.0,9,7,50.0,2026-03
381,user_67,2026-02-07 00:00:00,Travel,#Vacation,This Travel update is disappointing and poorly done. #Vacation,87.0,6,9,102.0,2026-02
382,user_146,2026-02-28 12:00:00,Health,#Wellness,"This is the best Health update I've seen, fantastic work! #Wellness",41.0,4,16,61.0,2026-02
383,user_186,2026-03-07 15:00:00,Entertainment,#Celebrity,Feeling sad and upset about this Entertainment outcome. #Celebrity,79.0,16,15,110.0,2026-03
384,user_185,2026-02-13 04:00:00,Education,#Students,Feeling sad and upset about this Education outcome. #Students,100.0,18,14,132.0,2026-02
385,user_20,2026-05-15 01:00:00,Education,#Education,"Wonderful experience with Education today, feeling grateful! #Education",59.0,17,7,83.0,2026-05
386,user_18,2026-06-11 07:00:00,Technology,#Tech,"Technology news for today, check it out. #Tech",69.0,2,17,88.0,2026-06
387,user_159,2026-04-06 01:00:00,Politics,#Policy,"Wonderful experience with Politics today, feeling grateful! #Policy",102.0,0,13,115.0,2026-04
388,user_106,2026-05-17 17:00:00,Education,#Education,"I really hate how this Education situation turned out, so disappointing. #Education",6.0,6,10,22.0,2026-05
389,user_5,2026-05-18 09:00:00,Technology,#Coding,"This Technology update made my day, absolutely brilliant! #Coding",8.0,25,14,47.0,2026-05
390,user_39,2026-01-25 16:00:00,Health,#Health,Just sharing some Health information today. #Health,35.0,0,2,37.0,2026-01
391,user_102,2026-04-01 08:00:00,Entertainment,#Celebrity,"Wonderful experience with Entertainment today, feeling grateful! #Celebrity",47.0,59,7,113.0,2026-04
392,user_179,2026-05-25 07:00:00,Sports,#WorldCup,"Great job on this Sports thing, truly impressive! #WorldCup",15.0,15,6,36.0,2026-05
393,user_98,2026-01-24 12:00:00,Entertainment,#Movies,"I absolutely love this Entertainment content, it's amazing! #Movies",75.0,1,11,87.0,2026-01
394,user_22,2026-06-29 05:00:00,Health,#Health,"I really hate how this Health situation turned out, so disappointing. #Health",38.0,49,3,90.0,2026-06
395,user_136,2026-05-25 03:00:00,Education,#Students,Sharing details about the latest Education developments. #Students,50.0,40,0,90.0,2026-05
396,user_12,2026-05-02 08:00:00,Technology,#Innovation,"This Technology update made my day, absolutely brilliant! #Innovation",138.0,17,0,155.0,2026-05
397,user_9,2026-05-25 21:00:00,Sports,#Match,"Worst experience ever with Sports, totally unacceptable. #Match",17.0,18,0,35.0,2026-05
398,user_37,2026-02-23 18:00:00,Politics,#Politics,This is a report regarding recent Politics activity. #Politics,43.0,6,7,56.0,2026-02
399,user_146,2026-05-25 07:00:00,Health,#Fitness,This is a report regarding recent Health activity. #Fitness,2.0,30,29,61.0,2026-05
400,user_36,2026-04-09 23:00:00,Health,#Wellness,This Health update is disappointing and poorly done. #Wellness,173.0,20,1,194.0,2026-04
401,user_60,2026-01-26 13:00:00,Sports,#Cricket,"Worst experience ever with Sports, totally unacceptable. #Cricket",70.0,0,0,70.0,2026-01
402,user_8,2026-04-12 10:00:00,Sports,#Match,"Wonderful experience with Sports today, feeling grateful! #Match",19.0,10,11,40.0,2026-04
403,user_142,2026-02-28 11:00:00,Food,#Delicious,"Food news for today, check it out. #Delicious",57.0,8,2,67.0,2026-02
404,user_22,2026-06-19 12:00:00,Health,#MentalHealth,Feeling sad and upset about this Health outcome. #MentalHealth,292.0,8,4,304.0,2026-06
405,user_40,2026-01-22 08:00:00,Food,#Foodie,Sharing details about the latest Food developments. #Foodie,8.0,23,9,40.0,2026-01
406,user_93,2026-04-10 10:00:00,Health,#Fitness,Sharing details about the latest Health developments. #Fitness,12.0,1,9,22.0,2026-04
407,user_27,2026-04-03 08:00:00,Sports,#WorldCup,Really happy and excited about this Sports news! #WorldCup,53.0,4,24,81.0,2026-04
408,user_132,2026-05-23 17:00:00,Politics,#Policy,"Great job on this Politics thing, truly impressive! #Policy",8.0,8,23,39.0,2026-05
409,user_153,2026-05-22 02:00:00,Health,#Wellness,"I absolutely love this Health content, it's amazing! #Wellness",27.0,15,4,46.0,2026-05
410,user_200,2026-04-16 12:00:00,Travel,#Explore,Here is an update about Travel for everyone to see. #Explore,16.0,62,4,82.0,2026-04
411,user_44,2026-05-27 16:00:00,Sports,#Football,An update on Sports matters was released today. #Football,112.0,3,1,116.0,2026-05
412,user_38,2026-03-10 15:00:00,Health,#Wellness,Really happy and excited about this Health news! #Wellness,35.0,15,3,53.0,2026-03
